"FirstName","LastName","lat","lon","county","city","state","LandValue","DwellingUnitSize","PropertyType","EstHomeValue"
"Jodie","Rempel",43.9784,-75.89548,"Jefferson County","Watertown","New York","$9000","1-Single Family Dwelling","Apartment/Group Living","$87500"
"Robin","Romaguera",41.96475,-87.68395,"Cook County","Lincoln Square","Illinois","","1-Single Family Dwelling","Apartment/Group Living","$146452"
"Ed","Herman",39.15249,-105.1636,"Douglas County","Westcreek","Colorado","","1-Single Family Dwelling","Residential","$228976"
"Emile","Borer",34.66818,-82.01149,"Spartanburg County","Enoree","South Carolina","","","Residential","$141800"
"Clelia","Beier",31.32235,-104.43576,"Culberson County","Mutt and Jeff Windmills","Texas","$6000","1-Single Family Dwelling","Residential","$47000"
"Leo","Haag",47.28691,-96.09894,"Norman County","Faith","Minnesota","$29000","1-Single Family Dwelling","Apartment/Group Living","$199600"
"Lucas","Doyle",38.79289,-77.51916,"Prince William County","Bull Run","Virginia","","1-Single Family Dwelling","Residential","$212700"
"Raymundo","Legros",47.10416,-107.50161,"Garfield County","Sand Springs","Montana","$8000","1-Single Family Dwelling","Residential","$262500"
"Sheryll","Stanton",45.6119,-91.81017,"Barron County","Haugen","Wisconsin","","1-Single Family Dwelling","Residential","$396300"
"Mariann","Olson",29.53075,-103.24406,"Brewster County","Rosillo Peak","Texas","$21000","","Duplex","$159301"
"Jamey","Koelpin",39.59116,-86.16249,"Johnson County","Greenwood","Indiana","$14000","1-Single Family Dwelling","Residential","$112500"
"Dante","Schmidt",37.6293,-76.31105,"Lancaster County","Foxwells","Virginia","$13000","1-Single Family Dwelling","Unknown","$327082"
"Alexis","Hammes",45.56284,-68.17085,"Penobscot County","Kingman","Maine","","1-Single Family Dwelling","Residential","$163300"
"Saturnina","Walter",35.28147,-92.93378,"Pope County","Atkins","Arkansas","","","Residential","$179999"
"Lamar","Beier",32.66348,-83.69768,"Houston County","Centerville","Georgia","$29000","","Residential","$114000"
"Elna","Lang",33.73248,-111.96272,"Maricopa County","Trovia","Arizona","","","Residential","$372200"
"Sulema","Ryan",42.68972,-73.86611,"Albany County","West Albany","New York","$25000","1-Single Family Dwelling","Residential","$94100"
"Jospeh","Jones",37.50611,-122.36,"San Mateo County","San Mateo","California","$9000","","Condominium","$162500"
"Tyra","Batz",37.99672,-90.7518,"Washington County","Potosi","Missouri","$15000","1-Single Family Dwelling","Residential","$122600"
"Dominique","Kuhn",37.07952,-84.82384,"Pulaski County","Faubush","Kentucky","","1-Single Family Dwelling","Triplex","$187500"
"Wilton","Kub",32.98759,-105.85443,"Otero County","High Rolls","New Mexico","","1-Single Family Dwelling","Residential","$186100"
"Weston","Cummerata",33.08401,-86.25331,"Coosa County","Stewartville","Alabama","$8000","","Residential","$189000"
"Tennille","Collins",27.2581,-97.86305,"Kleberg County","Riviera","Texas","$11000","1-Single Family Dwelling","Residential","$164100"
"Garret","Rice",32.18237,-91.61179,"Franklin Parish","Bushes","Louisiana","$3000","1-Single Family Dwelling","Residential","$296900"
"Milo","Ziemann",37.70576,-119.36209,"Madera County","Red Peak Fork","California","","1-Single Family Dwelling","Residential","$112500"
"Stan","Miller",39.18338,-90.87513,"Lincoln County","New Hope","Missouri","$18000","","Residential","$478400"
"Leo","Maggio",45.78296,-115.93759,"Idaho County","Asbestos Point","Idaho","","1-Single Family Dwelling","Residential","$134900"
"Carly","Wuckert",38.33757,-85.7583,"Clark County","Jeffersonville","Indiana","$4000","1-Single Family Dwelling","Residential","$84600"
"Camille","Lynch",40.69807,-80.26883,"Beaver County","Monaca","Pennsylvania","$3000","1-Single Family Dwelling","Residential","$212900"
"Sigrid","Parker",46.64195,-105.56055,"Custer County","Bonfield","Montana","$13000","1-Single Family Dwelling","Residential","$237500"
"Jacquelyn","Wisozk",43.8988,-111.83913,"Madison County","Sugar City","Idaho","","","Apartment/Group Living","$152600"
"Zenaida","Ziemann",47.37382,-114.40346,"Sanders County","McDonald","Montana","$11000","1-Single Family Dwelling","Residential","$266000"
"Sammy","Reichert",37.32064,-83.92993,"Jackson County","Welchburg","Kentucky","$10000","","Residential","$217400"
"Lenny","Ebert",42.64916,-96.50281,"Plymouth County","Jefferson","Iowa","$7000","1-Single Family Dwelling","Unknown","$168451"
"Michel","Glover",33.96092,-103.88302,"Chaves County","San Juan Mesa","New Mexico","","1-Single Family Dwelling","Residential","$158700"
"Drew","Ebert",40.07364,-83.5569,"Champaign County","Mechanicsburg","Ohio","$19000","1-Single Family Dwelling","Unknown","$37500"
"Kristofer","Zboncak",36.35225,-104.17831,"Colfax County","Hatod Well","New Mexico","$13000","1-Single Family Dwelling","Residential","$190200"
"Gaston","Legros",38.53289,-79.70533,"Pocahontas County","Thornwood","West Virginia","","1-Single Family Dwelling","Condominium","$62500"
"Collen","Bergstrom",30.96213,-97.16305,"Bell County","New Colony","Texas","","","Residential","$127400"
"Antonietta","Hills",38.49622,-75.22463,"Sussex County","Selbyville","Delaware","$9000","1-Single Family Dwelling","Apartment/Group Living","$193800"
"Rebecca","Batz",34.97202,-84.64799,"Murray County","Doogan","Georgia","","1-Single Family Dwelling","Residential","$144200"
"Chas","Johnson",47.74734,-120.70648,"Chelan County","Coles Corner","Washington","$13000","1-Single Family Dwelling","Residential","$245100"
"Jody","Barrows",41.42787,-74.57127,"Orange County","Finchville","New York","","1-Single Family Dwelling","Residential","$165900"
"Hershel","Torphy",33.35929,-94.1088,"Bowie County","Wake Village","Texas","$17000","1-Single Family Dwelling","Residential","$131100"
"Bessie","Funk",42.47352,-113.14722,"Cassia County","Heglar","Idaho","$4000","1-Single Family Dwelling","Residential","$197000"
"Millie","Harris",48.53302,-114.88626,"Lincoln County","Skillet Mountain","Montana","$13000","","Residential","$184600"
"Antonio","Green",35.59979,-86.78833,"Marshall County","Venable Spring","Tennessee","$15000","101 and up","Residential","$178400"
"Dennis","Pagac",39.92233,-76.66686,"York County","York","Pennsylvania","","1-Single Family Dwelling","Residential","$133100"
"Felicidad","Jakubowski",39.14427,-76.81692,"Howard County","Savage","Maryland","$16000","1-Single Family Dwelling","Apartment/Group Living","$194601"
"Mignon","Keebler",33.49226,-112.14182,"Maricopa County","Phoenix","Arizona","$12000","1-Single Family Dwelling","Residential","$385900"
"Sherie","Dibbert",41.27763,-123.6784,"Humboldt County","Wright Place","California","","","Residential","$137500"
"Brooks","Kirlin",30.79047,-91.90262,"Saint Landry Parish","Veazie","Louisiana","$2000","1-Single Family Dwelling","Residential","$287300"
"Torrie","Purdy",31.26768,-93.23211,"Vernon Parish","East Fork Prairie Creek","Louisiana","$8000","","Residential","$191864"
"Zelda","Fahey",32.48347,-90.04397,"Madison County","Madison","Mississippi","","1-Single Family Dwelling","Unknown","$181943"
"Norah","Bayer",35.22039,-82.05067,"Polk County","Green Creek","North Carolina","$7000","","Apartment/Group Living","$197753"
"Hobert","Schowalter",33.03266,-92.08863,"Ashley County","Brantley Landing","Arkansas","$7000","1-Single Family Dwelling","Residential","$113000"
"Emmett","Bradtke",40.53972,-74.56722,"Somerset County","Manville","New Jersey","","1-Single Family Dwelling","Residential","$211300"
"Laurena","Kohler",48.19712,-117.43356,"Pend Oreille County","Boyer Mountain","Washington","","1-Single Family Dwelling","Residential","$209500"
"Dee","Marquardt",41.45806,-74.4325,"Orange County","Middletown","New York","$76000","1-Single Family Dwelling","Residential","$87500"
"Rebbeca","Quitzon",39.3808,-110.0157,"Grand County","McPherson Ranch","Utah","","1-Single Family Dwelling","Residential","$161200"
"Chung","Bogisich",44.87997,-90.2718,"Marathon County","Colby","Wisconsin","","10-19","Residential","$151800"
"Etsuko","Lemke",31.20934,-85.38493,"Houston County","Dothan","Alabama","$14000","1-Single Family Dwelling","Residential","$161000"
"Ike","Luettgen",42.94697,-74.60896,"Montgomery County","Fort Plain","New York","$21000","1-Single Family Dwelling","Residential","$203200"
"Milan","Kohler",28.13751,-98.37084,"McMullen County","Jediondo Windmill","Texas","$15000","1-Single Family Dwelling","Residential","$265800"
"Brandy","Russel",42.17934,-83.86174,"Washtenaw County","Saline","Michigan","$19000","1-Single Family Dwelling","Residential","$260800"
"Randolph","Braun",33.57539,-112.57901,"Maricopa County","Barry Goldwater Peak","Arizona","","4","Apartment/Group Living","$202157"
"Ester","Crooks",35.85412,-112.04003,"Coconino County","Rusty Tank","Arizona","$43000","1-Single Family Dwelling","Triplex","$137500"
"Zachary","Goodwin",32.95458,-92.54821,"Union Parish","Mount Union","Louisiana","$10000","","Residential","$170600"
"Arlene","D'Amore",34.68183,-76.58437,"Carteret County","Harkers Island","North Carolina","$7000","","Residential","$281200"
"Brenna","Hauck",42.40537,-71.12116,"Middlesex County","Boston","Massachusetts","$19000","1-Single Family Dwelling","Apartment/Group Living","$119330"
"Taunya","O'Keefe",34.17142,-111.69015,"Gila County","Wet Bottom Mesa","Arizona","$12000","1-Single Family Dwelling","Residential","$135700"
"Bryan","Balistreri",34.50068,-82.05065,"Laurens County","Laurens","South Carolina","$11000","1-Single Family Dwelling","Residential","$162239"
"Ignacia","Ryan",31.88733,-106.46915,"El Paso County","Sunrise Acres","Texas","$64000","1-Single Family Dwelling","Residential","$261000"
"Cornelius","Baumbach",44.83848,-118.38856,"Grant County","Porterville (historical)","Oregon","$5000","","Residential","$159400"
"Sergio","Lemke",46.51994,-111.48691,"Broadwater County","Noble","Montana","$15000","1-Single Family Dwelling","Apartment/Group Living","$132352"
"Marcelino","McLaughlin",36.2009,-89.7448,"Pemiscot County","Hayti","Missouri","$9000","1-Single Family Dwelling","Residential","$233100"
"Lauran","Okuneva",37.0192,-96.73669,"Cowley County","Maple City","Kansas","$39000","1-Single Family Dwelling","Residential","$74285"
"Teodoro","Mayer",41.03578,-111.79188,"Morgan County","Milton","Utah","$17000","","Apartment/Group Living","$210000"
"Michael","Doyle",32.78673,-86.87829,"Chilton County","Maplesville","Alabama","","1-Single Family Dwelling","Residential","$257300"
"Wyatt","Bergnaum",41.58232,-73.45068,"Litchfield County","New Milford","Connecticut","","1-Single Family Dwelling","Residential","$162239"
"Wilbur","Friesen",44.42999,-100.21693,"Hughes County","Unorganized Territory of West Hughes","South Dakota","","1-Single Family Dwelling","Residential","$182500"
"Edgar","Doyle",33.58147,-101.82767,"Lubbock County","Lubbock","Texas","$21000","1-Single Family Dwelling","Residential","$138100"
"Marc","White",32.11758,-110.7048,"Pima County","Vail","Arizona","$13000","","Unknown","$182320"
"Tonette","Padberg",33.95012,-83.3671,"Clarke County","Athens","Georgia","","1-Single Family Dwelling","Unknown","$162500"
"Wilburn","Yost",33.409,-84.7716,"Coweta County","Newnan","Georgia","$21000","1-Single Family Dwelling","Residential","$216200"
"Ollie","Abernathy",46.14575,-114.21648,"Ravalli County","Ward","Montana","$15000","1-Single Family Dwelling","Residential","$216600"
"Kenia","Beier",42.40348,-116.52696,"Owyhee County","Dickshooter","Idaho","$17000","","Residential","$124900"
"Guillermo","Smitham",43.4521,-116.74013,"Canyon County","Givens Hot Springs","Idaho","","1-Single Family Dwelling","Residential","$148200"
"Monroe","Casper",33.62705,-84.2252,"Henry County","Strawberry Hills","Georgia","$9000","","Unknown","$137178"
"Norberto","D'Amore",37.7311,-110.19625,"San Juan County","Gravel Crossing","Utah","$17000","1-Single Family Dwelling","Residential","$134000"
"Alton","Schiller",40.96811,-83.11353,"Wyandot County","Sycamore","Ohio","$11000","","Residential","$157100"
"Lavern","Gaylord",46.93684,-116.60099,"Latah County","Sand Mountain Lookout Trail","Idaho","","1-Single Family Dwelling","Residential","$187500"
"Brock","Haag",37.23776,-112.83827,"Kane County","Waterpocket Creek","Utah","$18000","1-Single Family Dwelling","Residential","$131100"
"Willie","Terry",39.01306,-95.63192,"Shawnee County","Topeka","Kansas","$5000","1-Single Family Dwelling","Apartment/Group Living","$87500"
"Shizue","Quigley",33.84455,-97.16418,"Love County","Thackerville","Oklahoma","$9000","1-Single Family Dwelling","Residential","$78500"
"Chas","Bruen",33.09124,-84.43742,"Pike County","Concord","Georgia","","1-Single Family Dwelling","Residential","$96800"
"Toi","O'Reilly",44.19953,-118.10732,"Malheur County","Táx̣špa Butte","Oregon","","","Residential","$179999"
"Bettye","Tremblay",45.87272,-109.53129,"Sweet Grass County","02N18E06AACA01 Well","Montana","$20000","","Residential","$210500"
"Nam","Mills",56.5225,-132.08028,"City and Borough of Wrangell","North Fork Porterfield Creek","Alaska","$16000","","Residential","$130700"
"Wilburn","Friesen",42.02456,-93.51829,"Story County","Nevada","Iowa","","1-Single Family Dwelling","Residential","$168800"
"Marcelo","Franecki",38.00305,-109.11789,"San Juan County","West Summit School","Utah","$7000","1-Single Family Dwelling","Residential","$137500"
"Dylan","Grimes",40.40884,-112.07661,"Utah County","Oak Springs Hollow","Utah","$8000","","Residential","$161166"
"Abraham","Medhurst",38.37914,-112.24659,"Piute County","Alunite","Utah","","1-Single Family Dwelling","Apartment/Group Living","$161166"
"Toney","Thompson",40.25349,-121.75859,"Tehama County","Finley Place","California","$7000","1-Single Family Dwelling","Residential","$273500"
"Esteban","Walker",32.48311,-114.28077,"Yuma County","Spook Tank","Arizona","$9000","1-Single Family Dwelling","Residential","$238200"
"Ernie","Hahn",35.03509,-89.67175,"Shelby County","Collierville","Tennessee","$20000","1-Single Family Dwelling","Triplex","$181943"
"Kerri","Jacobson",35.96125,-114.57872,"Mohave County","Mount Wilson Wilderness","Arizona","$4000","1-Single Family Dwelling","Residential","$87500"
"Vicki","Bosco",39.34044,-95.4609,"Jefferson County","Valley Falls","Kansas","$3000","1-Single Family Dwelling","Residential","$149200"
"John","Ledner",35.7368,-81.53982,"Burke County","Valdese","North Carolina","$5000","1-Single Family Dwelling","Residential","$137700"
"Eleonore","Ortiz",30.28104,-92.85209,"Jefferson Davis Parish","Welsh","Louisiana","$16000","1-Single Family Dwelling","Residential","$307200"
"Irwin","Howell",37.74736,-78.9253,"Nelson County","Poplar Flats","Virginia","","","Residential","$122700"
"Treasa","Herzog",41.70144,-74.95116,"Sullivan County","Fosterdale","New York","$13000","1-Single Family Dwelling","Residential","$162846"
"Johnny","Torphy",34.06371,-84.27603,"Fulton County","Alpharetta","Georgia","$17000","","Residential","$217600"
"Almeta","Swaniawski",38.18749,-107.45895,"Hinsdale County","Little Cimarron Trail","Colorado","$7000","","Residential","$233000"
"Jeramy","Wehner",38.06659,-122.38442,"Marin County","Nitro","California","$15000","1-Single Family Dwelling","Residential","$311400"
"Eliz","Rogahn",37.79037,-82.7846,"Johnson County","Paintsville","Kentucky","$8000","1-Single Family Dwelling","Residential","$89400"
"Virgil","Wisozk",42.16056,-122.48687,"Jackson County","Buckhorn Springs","Oregon","","1-Single Family Dwelling","Residential","$425000"
"Doretha","Durgan",37.40913,-83.77094,"Owsley County","Sturgeon","Kentucky","$11000","1-Single Family Dwelling","Residential","$97300"
"Willia","Mayert",35.64868,-88.14893,"Decatur County","Parsons","Tennessee","$24000","1-Single Family Dwelling","Residential","$154600"
"Felipe","Marquardt",40.54639,-97.42588,"Fillmore County","Townhall","Nebraska","$25000","1-Single Family Dwelling","Residential","$105700"
"Shana","DuBuque",48.2541,-116.15656,"Bonner County","South Fork Porcupine Creek","Idaho","","1-Single Family Dwelling","Residential","$211700"
